Time (sec),Status,% of Drowsiness,Alert
213,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
214,Both eyes open,6,Driver Awake
215,Both eyes open,6,Driver Awake
215,Both eyes open,6,Driver Awake
215,Both eyes open,6,Driver Awake
215,Both eyes open,6,Driver Awake
215,Both eyes open,6,Driver Awake
215,Both eyes open,6,Driver Awake
215,Both eyes open,6,Driver Awake
215,Both eyes open,6,Driver Awake
215,Both eyes open,5,Driver Awake
215,Both eyes open,5,Driver Awake
215,Both eyes open,5,Driver Awake
215,Both eyes open,5,Driver Awake
215,Both eyes open,5,Driver Awake
215,Both eyes closed,6,Driver Awake
215,Both eyes closed,7,Driver Awake
215,Both eyes closed,8,Driver Awake
215,Both eyes closed,9,Driver Awake
215,Both eyes closed,10,Driver Awake
215,Both eyes open,10,Driver Awake
215,Both eyes closed,11,Driver Awake
215,Both eyes open,11,Driver Awake
215,Both eyes open,11,Driver Awake
215,Both eyes open,11,Driver Awake
215,Both eyes open,11,Driver Awake
215,Both eyes open,11,Driver Awake
215,Both eyes open,11,Driver Awake
215,Both eyes open,11,Driver Awake
215,Both eyes open,11,Driver Awake
215,Both eyes open,11,Driver Awake
215,"Left eye open, right eye closed",11,Driver Awake
216,Both eyes open,10,Driver Awake
216,"Left eye open, right eye closed",9,Driver Awake
216,Both eyes open,8,Driver Awake
216,Both eyes open,7,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
216,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes open,6,Driver Awake
217,Both eyes closed,7,Driver Awake
217,Both eyes closed,8,Driver Awake
217,Both eyes closed,9,Driver Awake
217,Both eyes closed,10,Driver Awake
217,Both eyes closed,11,Driver Awake
217,Both eyes closed,12,Driver Awake
217,"Left eye open, right eye closed",12,Driver Awake
217,Both eyes closed,13,Driver Awake
217,Both eyes open,13,Driver Awake
217,Both eyes open,13,Driver Awake
217,"Left eye open, right eye closed",13,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes open,13,Driver Awake
218,"Left eye open, right eye closed",13,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes open,13,Driver Awake
218,"Left eye open, right eye closed",13,Driver Awake
218,Both eyes open,13,Driver Awake
218,"Left eye open, right eye closed",13,Driver Awake
218,Both eyes open,13,Driver Awake
218,"Left eye open, right eye closed",13,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes open,13,Driver Awake
218,"Left eye open, right eye closed",13,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes closed,14,Driver Awake
218,"Left eye closed, right eye open",14,Driver Awake
218,Both eyes open,13,Driver Awake
218,Both eyes open,12,Driver Awake
218,"Left eye closed, right eye open",11,Driver Awake
218,Both eyes closed,11,Driver Awake
218,Both eyes open,10,Driver Awake
218,Both eyes open,10,Driver Awake
218,Both eyes closed,10,Driver Awake
219,Both eyes open,10,Driver Awake
219,Both eyes open,10,Driver Awake
219,Both eyes closed,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
219,"Left eye open, right eye closed",11,Driver Awake
219,Both eyes open,11,Driver Awake
219,Both eyes open,11,Driver Awake
220,Both eyes open,11,Driver Awake
220,Both eyes open,11,Driver Awake
220,Both eyes open,11,Driver Awake
220,Both eyes open,11,Driver Awake
220,"Left eye closed, right eye open",11,Driver Awake
220,Both eyes closed,12,Driver Awake
220,Both eyes open,12,Driver Awake
220,"Left eye closed, right eye open",12,Driver Awake
220,Both eyes open,12,Driver Awake
220,Both eyes open,12,Driver Awake
220,Both eyes open,12,Driver Awake
220,Both eyes open,12,Driver Awake
220,"Left eye open, right eye closed",12,Driver Awake
220,Both eyes closed,13,Driver Awake
220,Both eyes closed,14,Driver Awake
220,Both eyes closed,15,Driver Awake
220,Both eyes closed,16,Driver Awake
220,Both eyes closed,17,Driver Awake
220,Both eyes closed,18,Driver Awake
220,Both eyes open,18,Driver Awake
220,Both eyes open,18,Driver Awake
220,Both eyes open,18,Driver Awake
220,Both eyes open,18,Driver Awake
220,Both eyes open,18,Driver Awake
220,Both eyes open,18,Driver Awake
220,Both eyes open,18,Driver Awake
220,Both eyes open,18,Driver Awake
220,Both eyes open,18,Driver Awake
220,Both eyes open,18,Driver Awake
220,Both eyes open,17,Driver Awake
221,Both eyes open,16,Driver Awake
221,Both eyes open,15,Driver Awake
221,Both eyes open,14,Driver Awake
221,Both eyes open,13,Driver Awake
221,Both eyes open,12,Driver Awake
221,Both eyes open,12,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,"Left eye open, right eye closed",11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,"Left eye open, right eye closed",11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
221,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes closed,11,Driver Awake
222,Both eyes closed,12,Driver Awake
222,Both eyes closed,13,Driver Awake
222,Both eyes closed,14,Driver Awake
222,"Left eye open, right eye closed",14,Driver Awake
222,Both eyes open,13,Driver Awake
222,Both eyes open,13,Driver Awake
222,Both eyes open,13,Driver Awake
222,Both eyes open,12,Driver Awake
222,Both eyes open,12,Driver Awake
222,Both eyes open,12,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
222,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,11,Driver Awake
223,Both eyes open,10,Driver Awake
223,Both eyes open,10,Driver Awake
223,Both eyes open,10,Driver Awake
223,Both eyes open,10,Driver Awake
223,Both eyes open,10,Driver Awake
223,Both eyes open,10,Driver Awake
223,Both eyes open,10,Driver Awake
223,Both eyes open,10,Driver Awake
223,Both eyes open,9,Driver Awake
223,Both eyes open,8,Driver Awake
223,Both eyes open,7,Driver Awake
223,Both eyes open,6,Driver Awake
223,Both eyes open,5,Driver Awake
223,Both eyes open,4,Driver Awake
223,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
224,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,3,Driver Awake
225,Both eyes open,2,Driver Awake
225,Both eyes open,1,Driver Awake
225,Both eyes open,0,Driver Awake
225,"Left eye open, right eye closed",0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
225,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
226,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,"Left eye closed, right eye open",0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
227,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes open,0,Driver Awake
228,Both eyes closed,1,Driver Awake
228,Both eyes closed,2,Driver Awake
228,Both eyes closed,3,Driver Awake
228,Both eyes closed,4,Driver Awake
228,"Left eye open, right eye closed",4,Driver Awake
228,Both eyes open,4,Driver Awake
228,Both eyes open,4,Driver Awake
228,Both eyes open,4,Driver Awake
228,Both eyes open,4,Driver Awake
228,Both eyes open,4,Driver Awake
228,Both eyes open,4,Driver Awake
228,Both eyes open,4,Driver Awake
228,Both eyes open,4,Driver Awake
228,Both eyes open,4,Driver Awake
228,Both eyes open,4,Driver Awake
228,Both eyes open,4,Driver Awake
228,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
